1	0	1	16.1	6	81	19	26	30
1	0	2	16.1	6	71	17	16	54
1	1	1	8.6	-4	40	22	10	41
1	1	1	9.5	-2	51	20	7	50
1	1	1	11.4	-1	33	22	12	34
1	1	1	9.5	1	44	6	2	57
1	1	2	8.6	-3	40	15	19	48
1	0	2	8.6	-4	69	26	2	60
1	0	1	6.7	-8	40	35	2	47
1	1	2	6.7	-7	47	19	2	28
1	1	2	8.6	-2	47	9	4	31
1	1	1	8.6	-4	51	26	3	32
1	1	2	8.6	-5	44	30	4	33
1	1	1	7.6	-5	51	19	6	47
1	0	1	8.6	-3	55	15	18	54
1	0	1	10.4	-1	44	17	23	70
1	1	2	12.3	4	87	6	5	47
1	1	2	12.3	2	45	11	5	63
1	1	1	9.5	-4	41	31	6	53
1	0	2	2	-11	38	9	4	59
1	0	1	5.7	-7	43	15	22	77
1	1	1	3.9	-8	46	9	3	43
1	1	2	10.4	0	60	9	6	55
1	1	3	9.5	-3	93	22	6	35
1	1	3	7.6	-2	93	7	0	30
1	0	2	7.6	-3	64	9	4	60
1	0	1	9.5	2	75	0	9	50
1	1	2	6.7	-6	59	13	2	46
1	1	2	7.6	0	86	0	2	49
1	1	2	10.4	-1	93	13	5	47
1	1	1	7.6	-7	43	30	9	55
1	1	1	9.5	-1	51	11	3	61
1	0	3	9.5	-1	100	9	1	46
1	0	1	14.2	4	49	17	28	89
1	1	1	13.3	5	65	6	11	36
1	1	1	9.5	-4	47	31	1	49
1	1	2	5.7	-6	43	11	1	40
1	1	1	5.7	-8	39	24	1	44
1	1	1	9.5	-1	47	9	12	52
1	0	1	13.3	2	28	22	30	84
1	0	1	14.2	3	39	30	26	86
1	1	1	23.6	17	23	17	10	43
1	1	1	11.4	0	25	17	11	46
1	1	1	15.1	4	34	20	7	59
1	1	2	19.8	13	44	17	19	71
1	1	1	19.8	13	72	11	31	82
1	0	1	19.8	13	16	39	47	76
1	0	2	13.3	4	33	11	72	89
1	1	1	6.7	-1	64	0	7	43
1	1	1	10.4	1	41	7	16	53
1	1	2	14.2	3	57	26	8	71
1	1	1	23.6	17	77	30	9	50
1	0	1	13.3	6	45	0	26	100
1	0	1	16.1	7	62	9	33	92
1	1	2	25.5	19	64	20	13	74
1	1	1	12.3	2	45	17	8	48
1	1	1	15.1	4	53	22	8	65
1	1	1	8.6	-1	29	6	10	40
1	1	1	12.3	2	52	15	16	73
1	0	2	18	11	76	15	43	116
1	0	2	18.9	12	100	15	18	44
1	1	1	11.4	-2	48	30	19	41
1	1	2	16.1	7	25	11	26	52
1	1	2	14.2	3	76	26	15	44
1	1	3	18	11	0	17	6	5
1	1	2	14.2	4	57	20	14	67
1	0	1	15.1	4	49	22	36	83
1	0	1	19.8	13	41	28	88	93
1	1	1	16.1	6	40	17	26	45
1	1	2	15.1	5	57	15	27	51
1	1	2	16.1	7	81	9	13	62
1	1	1	19.8	13	54	19	20	66
1	1	1	24.5	18	52	19	55	104
1	0	1	20.8	14	36	30	90	106
1	0	1	15.1	7	39	7	92	111
2	1	2	18.9	12	71	20	32	47
2	1	1	19.8	13	51	22	22	64
2	1	2	15.1	6	87	13	18	53
2	1	2	13.3	2	81	20	10	61
2	1	1	13.3	3	45	19	17	58
2	0	1	12.3	2	38	11	75	93
2	0	2	10.4	0	48	11	23	85
2	1	2	11.4	0	30	19	18	39
2	1	2	15.1	4	25	26	18	63
2	1	2	15.1	5	46	17	26	64
2	1	3	12.3	2	93	13	6	52
2	1	1	14.2	3	61	24	17	72
2	0	2	18	11	47	11	72	126
2	0	1	18.9	12	41	17	139	104
2	1	1	27.4	25	40	26	58	66
2	1	3	14.2	3	81	30	1	18
2	1	1	18.9	12	38	26	23	70
2	1	2	20.8	14	55	0	36	86
2	1	2	18	11	62	26	19	79
2	0	2	16.1	8	81	0	51	91
2	0	2	18	11	87	9	93	109
2	1	2	27.4	23	73	20	45	59
2	1	1	23.6	17	77	24	11	38
2	1	2	18.9	12	82	13	4	57
2	1	1	23.6	17	45	11	28	87
2	0	3	18.9	12	94	30	4	27
2	0	1	20.8	14	41	28	119	185
2	1	2	24.5	18	52	6	36	87
2	1	2	24.5	18	68	11	19	53
2	1	1	28.3	24	69	6	31	87
2	1	1	19.8	13	41	19	34	99
2	1	3	15.1	6	66	13	23	83
2	0	2	20.8	14	88	15	68	164
2	0	1	30.2	25	65	9	124	193
2	1	1	29.2	24	73	15	53	94
2	1	1	31.1	26	65	26	40	132
2	1	2	29.2	23	78	19	53	103
2	1	2	28.3	22	83	19	10	74
2	1	1	27.4	25	38	15	49	108
2	0	1	22.7	16	42	24	120	201
2	0	1	20.8	14	82	7	109	141
2	1	1	26.4	20	73	20	34	96
2	1	2	30.2	25	65	22	20	120
2	1	1	18	11	82	22	3	69
2	1	1	23.6	17	36	30	43	105
2	1	2	24.5	18	49	22	42	123
2	0	1	25.5	19	43	0	132	215
2	0	1	26.4	20	49	6	142	198
2	1	1	27.4	25	46	15	26	99
2	1	2	25.5	19	43	9	17	108
2	1	1	25.5	19	64	6	18	123
2	1	1	26.4	20	60	15	43	136
2	1	2	23.6	17	83	11	56	90
2	0	2	23.6	17	94	9	72	207
2	0	1	27.4	22	78	15	120	202
2	1	1	29.2	25	57	0	56	129
2	1	2	25.5	19	83	28	26	104
2	1	2	24.5	18	94	6	6	17
2	1	3	24.5	18	88	11	53	111
2	1	2	26.4	20	60	13	63	133
2	0	1	29.2	25	53	9	173	245
2	0	1	32.1	27	54	13	164	209
2	1	1	31.1	26	69	26	73	107
2	1	1	33.9	28	51	15	33	142
2	1	1	33.9	28	51	6	36	104
2	1	1	33.9	30	66	15	36	124
2	1	2	33.9	29	55	22	40	126
2	0	1	32.1	27	65	15	171	178
2	0	2	30.2	24	83	19	139	180
2	1	1	39.6	37	47	0	28	78
2	1	2	37.7	37	59	15	26	86
2	1	1	33.9	27	28	26	42	123
2	1	1	29.2	25	31	22	57	135
2	0	1	30.2	25	36	9	120	249
2	0	2	29.2	24	69	7	121	214
2	1	1	33.9	28	42	9	39	72
2	1	2	34.9	30	52	17	38	113
2	1	1	38.6	34	41	13	28	106
2	1	1	41.5	40	42	15	36	82
2	1	1	37.7	34	46	0	46	107
2	0	1	34.9	31	62	9	110	215
2	0	1	35.8	32	55	7	131	236
2	1	1	30.2	25	41	20	53	106
2	1	1	29.2	25	41	19	40	103
2	1	1	31.1	26	36	0	49	115
2	1	2	31.1	26	61	20	33	117
2	1	1	31.1	26	69	17	43	138
2	0	1	33	29	62	9	134	270
2	0	2	33	28	58	6	141	236
2	1	2	27.4	22	78	7	27	67
3	1	1	30.2	24	83	11	52	119
3	1	1	33.9	30	70	11	37	108
3	1	3	34.9	32	66	17	28	108
3	1	1	36.8	31	38	22	56	147
3	0	1	33.9	28	42	0	122	209
3	0	1	33	27	45	9	127	219
3	1	2	32.1	27	58	0	55	95
3	1	1	37.7	34	46	0	49	118
3	1	1	34.9	28	35	15	53	117
3	1	1	33.9	27	37	9	47	122
3	1	1	36.8	30	26	0	68	146
3	0	1	36.8	31	36	6	144	213
3	0	1	34.9	31	62	7	215	175
3	1	1	35.8	30	46	7	75	97
3	1	2	33	30	74	0	24	103
3	1	1	37.7	35	52	9	30	112
3	1	2	33.9	31	74	17	61	104
3	0	1	35.8	30	46	20	101	189
3	0	1	35.8	32	55	13	110	177
3	1	1	37.7	36	56	20	39	89
3	1	1	37.7	35	52	11	39	86
3	1	1	38.6	33	39	11	55	110
3	1	1	33	27	37	15	38	110
3	1	1	32.1	27	54	9	73	137
3	0	1	33.9	28	48	15	171	225
3	0	1	34.9	30	55	19	147	244
